PC1,PC2,Batch
5.548166577521174,1.593602822246257,MEZCLA
6.3459069476126855,1.4664634147159197,MEZCLA
6.956056876968625,1.473042925201977,MEZCLA
6.402542442725054,1.367564218110703,MEZCLA
6.180231287859622,1.5954011844781943,MEZCLA
6.385132359336433,1.7666321627479935,MEZCLA
6.914073634116491,1.195629674860493,MEZCLA
6.88557659803401,1.9438539307058864,MEZCLA
7.210681129673299,2.2982896899850527,MEZCLA
7.553304498438903,1.705304061187454,MEZCLA
6.792350615069015,1.3842350364381963,MEZCLA
5.919472917325824,1.4256235815003584,MEZCLA
6.473254108897961,2.5867533574199038,MEZCLA
6.168688913971546,2.0518555531593137,MEZCLA
5.741332238077064,1.7946492032199668,MEZCLA
6.349935545270195,1.8977558820517584,MEZCLA
5.672749147661553,1.544933377870184,MEZCLA
6.10229973280932,1.4577546085247544,MEZCLA
5.971094391255306,1.1867609513054185,MEZCLA
6.175195082954349,1.0656327688737122,MEZCLA
7.238463875685626,1.0558435797306904,MEZCLA
6.638876865468872,1.2611824012837318,MEZCLA
6.498812686222016,1.760142815095573,MEZCLA
5.7781694582984935,1.1765027985377394,MEZCLA
6.237277815571847,1.2009962669716308,MEZCLA
6.475619369909161,1.2841096271752923,MEZCLA
5.989692195640213,1.2406745957179577,MEZCLA
5.889183280199266,0.6159937850893383,MEZCLA
5.794912568714222,0.7385085367505313,MEZCLA
6.265523588846487,1.0106235900733085,MEZCLA
5.815143755286785,0.8874779874709258,MEZCLA
6.2400213977046,1.346612204562977,MEZCLA
6.543268352580663,1.1889062464229403,MEZCLA
6.895513113770427,0.6467193286901461,MEZCLA
6.524061513078812,0.6948169839387063,MEZCLA
6.608810306623701,1.2209559240532322,MEZCLA
6.050307228242007,0.9780560044659729,MEZCLA
5.9826542088527415,1.0146474838663126,MEZCLA
5.621044500321489,0.8836382220136624,MEZCLA
5.999062742946952,1.2212631170655543,MEZCLA
5.703980280921324,1.025826079241651,MEZCLA
6.134471717092036,1.3914463252032765,MEZCLA
6.364283171974687,1.2918231403212146,MEZCLA
6.031580215666997,1.6237142852336814,MEZCLA
6.657081015052647,2.120040027343008,MEZCLA
6.176043285625784,1.4047162242101414,MEZCLA
6.384722658965147,1.3988033136015314,MEZCLA
6.6514833827039626,2.346207843939802,MEZCLA
6.097410389546599,1.703551978020714,MEZCLA
5.99026655420435,1.5472675250206718,MEZCLA
5.935592665463288,1.8439476441761424,MEZCLA
6.027275805269377,1.5442043527040332,MEZCLA
5.716955792700849,1.3806660262295547,MEZCLA
5.955017825801488,0.9968023734049508,MEZCLA
5.114473554024151,1.3441203180602146,MEZCLA
5.544501265560775,2.1874783164794622,MEZCLA
5.485040440350876,2.43616662386284,MEZCLA
6.530823885857352,1.9797342472047408,MEZCLA
5.855563518841025,2.573970500425437,MEZCLA
5.71041457751502,1.8298837799454268,MEZCLA
5.370311190878485,2.6497590017820567,MEZCLA
5.537217334537086,2.229977348154111,MEZCLA
6.236627365412906,2.2879089355599223,MEZCLA
6.198627633739249,2.089668688856299,MEZCLA
6.0270398178753295,1.7432440862255043,MEZCLA
5.795637644163765,1.5704337927857843,MEZCLA
5.344801961144227,1.6462686019077877,MEZCLA
5.989166977890734,2.091961442612779,MEZCLA
5.502699974205848,1.9155027088854704,MEZCLA
